7.67 	6.9 	5 	0.39 
7.83 	6.61 	1.5 	0.04 
8.02 	6.32 	3.6 	1.41 
7.96 	9.12 	2.6 	0.27 
7.44 	7.73 	3.4 	0.53 
7.52 	7.11 	2.2 	0.12 
7.6 	6.7 	2.5 	0.75 
6.97 	8.8 	3.5 	0.31 
7.95 	6.32 	2.5 	0.35 
6.78 	4.04 	0.77 	3.06 
6.97 	7.14 	2.8 	0.26 
8.03 	5.76 	1.1 	0.41 
8.37 	8.6 	3.1 	0.17 
7.72 	9.02 	2.1 	0.28 
7.22 	11.9 	2.4 	0.26 
7.91 	8.01 	6 	0.27 
7.41 	7.66 	3.3 	0.13 
7.75 	7.65 	2.9 	0.28 
7.73 	6.89 	1.9 	0.16 
7.97 	5.82 	5.7 	0.76 
7.99 	10.1 	2.6 	0.32 
7.53 	7.07 	6 	0.46 
7.54 	8.42 	2.1 	0.12 
7.62 	5.44 	2.2 	1.12 
7.54 	9.97 	2.8 	0.24 
7.94 	7.42 	2.6 	0.44 
7.03 	6.2 	1.8 	6.5 
7 	8.76 	3.4 	0.26 
7.83 	8 	2.9 	0.41 
8.57 	9.1 	1.5 	0.06 
7.71 	9.53 	1.2 	0.47 
7.46 	9 	3.2 	0.22 
8 	8.59 	3.1 	0.39 
7.32 	8.64 	2.6 	0.2 
7.74 	7.85 	2.4 	0.22 
7.89 	8.41 	2.4 	0.28 
8.15 	4.84 	8.6 	0.87 
7.77 	10.3 	2.9 	0.85 
7.34 	6.31 	1.3 	0.59 
7.3 	8.74 	2.3 	0.1 
7.62 	7.37 	1.8 	1.48 
7.18 	8.13 	3.6 	0.48 
7.91 	8.61 	4.7 	0.24 
7.57 	9.23 	3 	12.9 
8.1 	8.92 	5.5 	0.52 
7.93 	9.77 	1.8 	0.38 
8.43 	9.39 	2.5 	0.07 
7.79 	10.4 	1.1 	0.42 
7.96 	9.63 	1.8 	0.2 
7.88 	8.34 	5 	0.32 
7.18 	8.6 	2.4 	0.19 
7.7 	8.67 	2.6 	0.33 
7.9 	8.95 	2.7 	0.26 
7.93 	6.41 	8.7 	1.33 
7.46 	10.6 	3.2 	1.66 
7.3 	3.8 	3.4 	1.37 
6.91 	10.2 	2.1 	0.13 
7.09 	7.15 	1.8 	1.39 
6.79 	8.35 	4.3 	0.29 
7.92 	9.87 	3.2 	0.23 
7.58 	7.77 	2.6 	14 
7.8 	10.1 	5.3 	0.67 
8.03 	11.2 	2 	0.36 
8.21 	9.47 	2 	0.42 
7.74 	10.2 	1.2 	0.49 
7.91 	8.17 	1.9 	0.33 
7.68 	8.24 	4.2 	0.36 
7.64 	8.38 	2.2 	0.24 
7.74 	8.62 	3 	0.32 
7.84 	8.8 	1.2 	0.27 
7.71 	6.61 	9.4 	1.85 
7.28 	8.05 	3.5 	1.6 
7.22 	2.79 	6.2 	0.97 
7.29 	8.91 	2.1 	0.09 
7 	6.73 	2 	1.24 
6.77 	7.13 	2.7 	0.34 
7.96 	9.9 	3.6 	0.29 
7.34 	7.17 	3.1 	14.5 
8.01 	9.41 	5.2 	0.5 
7.81 	11.4 	1.2 	0.29 
8.37 	9.49 	0.4 	1.22 
7.77 	9.08 	1.2 	0.6 
7.71 	8.38 	3.5 	0.25 
7.77 	8.05 	4.1 	0.32 
6.89 	7.07 	2.4 	0.22 
7.72 	8.74 	1.9 	0.32 
7.71 	10 	1.8 	0.29 
7.84 	4.86 	9.5 	1.93 
6.73 	14.1 	2.5 	0.96 
7.35 	6.43 	5.5 	2.1 
7.28 	8.1 	1.8 	0.11 
6.73 	5.49 	1.8 	1.21 
7.35 	7.65 	4 	0.33 
7.92 	8.35 	3.6 	0.3 
7.72 	0.88 	9 	24.2 
7.9 	8.9 	6.8 	0.59 
7.96 	9.76 	2.4 	0.24 
8.38 	8.97 	2.3 	0.13 
7.64 	8.48 	2.4 	0.42 
7.34 	11.6 	3.6 	0.43 
7.57 	8.54 	3.8 	0.25 
7.16 	8.62 	2.2 	0.22 
7.4 	7.19 	2.9 	0.18 
7.82 	8.55 	1.2 	0.28 
6.88 	3.35 	9.9 	1.87 
8.07 	14.4 	2.6 	2 
7.08 	4.37 	3.8 	5.5 
7.72 	9.17 	1.9 	0.13 
7.46 	5.16 	2.5 	1.2 
7.28 	5.4 	4.4 	0.33 
7.95 	8.59 	2.9 	0.25 
6.22 	5.83 	1.5 	2.09 
7.87 	8.79 	4.8 	0.55 
7.72 	9.13 	1.9 	0.2 
8.46 	9.04 	2.3 	0.15 
7.43 	7.3 	3.5 	0.21 
7.67 	7.6 	2.2 	0.27 
7.53 	8.5 	3.3 	0.26 
7.59 	7.04 	2.9 	0.27 
7.47 	7.56 	2.8 	0.22 
7.57 	7.32 	1.5 	0.02 
6.89 	3.78 	8.4 	1.34 
7.95 	5.81 	2.2 	0.69 
7.98 	3.9 	1.6 	5.5 
7.42 	8.6 	2 	0.1 
6.62 	6.06 	4.9 	1.04 
7.62 	8.37 	2.6 	0.25 
7.95 	7.63 	2.6 	0.2 
6.85 	5.17 	1.9 	0.73 
8.04 	6.75 	3.4 	0.39 
6.98 	7.46 	2.2 	0.39 
8.23 	9.09 	4.3 	0.07 
7.64 	7.77 	2.2 	0.27 
7.7 	9.76 	3 	0.3 
7.25 	11.5 	3.6 	0.32 
7.37 	7.05 	3.1 	0.22 
7.23 	6.52 	3.2 	0.25 
7.6 	6.47 	1.8 	0.09 
7.16 	4.47 	5 	0.91 
8.18 	7.37 	3.6 	0.07 
8.16 	4.95 	4.2 	0.85 
7.33 	9.23 	1.7 	0.06 
7.61 	6.9 	1.9 	1.21 
7.92 	8.8 	3.5 	0.34 
7.89 	8.01 	2.4 	0.19 
6.64 	5.55 	0.6 	1.48 
7.43 	5.83 	3.9 	0.28 
7.19 	6.65 	4.1 	0.38 
8.1 	8.79 	2.5 	0.04 
7.53 	7.86 	3 	0.18 
7.97 	7.96 	3.8 	0.34 
7.74 	8.09 	3.5 	0.35 
7.25 	7.26 	2.6 	0.15 
7.3 	6.38 	1.6 	0.17 
7.36 	6.19 	2 	0.06 
7.83 	5.82 	4.5 	0.65 
8.04 	8.78 	3.3 	0.07 
7.6 	6.39 	3.8 	0.28 
7.4 	10.1 	1.5 	0.12 
6.72 	7.02 	4.8 	0.98 
8.02 	8.14 	7.3 	0.38 
7.88 	5.75 	3.6 	0.21 
6.84 	5.06 	0.8 	2.53 
7.31 	6.85 	2.1 	0.19 
7.16 	6.61 	3.8 	0.32 
8.01 	8.46 	2.4 	0.04 
7.66 	7.72 	3.3 	0.18 
7.94 	7.82 	3.2 	0.16 
7.66 	8.46 	4.2 	0.36 
7.31 	6.88 	2.6 	0.16 
7.19 	6.04 	1.7 	0.22 
7.45 	5.88 	1.8 	0.05 
7.6 	5.33 	4.6 	1.03 
7.78 	7.96 	4.6 	0.15 
7.45 	7.47 	5.2 	0.14 
7.95 	9.31 	1.7 	0.09 
7.24 	7.62 	4 	0.96 
7.93 	7.86 	6.5 	0.34 
7.9 	5.86 	2.7 	0.19 
6.68 	5.54 	0.4 	1.19 
7.38 	6.85 	2.1 	0.22 
7.1 	7.46 	3.9 	0.28 
8.33 	13.9 	5.8 	1 
7.54 	7.75 	2 	0.17 
7.63 	6.94 	3.1 	0.19 
7.42 	8.26 	4 	0.33 
7.28 	6.28 	2.3 	0.24 
7.09 	6 	1.9 	0.16 
7.66 	6.35 	1.7 	0.05 
7.44 	5.78 	3.1 	0.25 
8.26 	8.3 	2.2 	0.11 
7.16 	8.1 	0.6 	0.04 
8.52 	7.5 	2 	0.08 
6.73 	7.15 	0.9 	0.76 
7.88 	8.38 	4.9 	0.31 
8.03 	6.85 	3.8 	0.18 
6.67 	4.88 	2.7 	1.62 
7.33 	6.82 	2.5 	0.21 
7.73 	6.68 	5.2 	0.48 
8.61 	9.42 	6.1 	0.09 
7.83 	8.42 	4.4 	0.16 
7.54 	7.56 	3.4 	0.29 
7.9 	8.56 	3.9 	0.3 
7.27 	6.4 	1.9 	0.25 
7.16 	6.77 	1.6 	0.14 
7.71 	6.43 	2.3 	0.08 
7.44 	5.76 	2.9 	0.3 
8.13 	8.5 	2.5 	0.07 
7.19 	7.99 	1.1 	0.03 
8.4 	7.38 	1.5 	0.08 
6.64 	7.24 	1.7 	0.37 
8.33 	8.03 	3.6 	0.31 
8 	6.87 	2.7 	0.18 
6.65 	4.97 	3.4 	0.63 
7.57 	6.92 	1.8 	0.2 
7.79 	6.77 	5 	0.31 
7.25 	9.72 	0.8 	0.08 
8.37 	9.17 	1.6 	0.23 
8.04 	8.4 	3.7 	0.23 
8.16 	8 	3.5 	0.36 
7.51 	7.54 	1.9 	0.19 
7.48 	6.06 	2.1 	0.17 
7.82 	6.14 	1.9 	0.04 
7.39 	6.96 	2.6 	0.24 
8.21 	8.96 	1 	0.07 
7.15 	9.45 	1.7 	0.08 
8.37 	9.08 	2 	0.08 
6.45 	8.22 	1.8 	0.76 
8.47 	8.88 	5.7 	0.48 
7.96 	7.63 	3.3 	0.13 
8.44 	9.18 	2 	7.05 
8.04 	7.95 	6.1 	0.22 
7.88 	8.13 	3.1 	0.27 
7.93 	9.34 	2.8 	0.06 
8.29 	9.89 	2 	0.27 
7.86 	9 	1.9 	0.24 
7.95 	7.59 	2.6 	0.36 
7.42 	8.51 	2.2 	0.22 
7.43 	6.75 	2.2 	0.12 
7.78 	6.31 	1.8 	0.05 
7.49 	7.21 	2.6 	0.19 
7.96 	9.21 	3 	0.11 
8.3 	8.92 	3.2 	0.15 
8.18 	11.7 	2 	0.14 
7.43 	6.91 	2.4 	0.75 
8.37 	8.41 	5 	0.38 
7.93 	8.77 	3.9 	0.14 
8 	7.36 	7.1 	5.37 
8.03 	7.3 	9.2 	0.27 
7.92 	9.09 	2.5 	0.21 
7.87 	10.3 	1.6 	0.08 
8.25 	10.4 	1.3 	0.51 
8.3 	9.07 	2.4 	0.16 
8.05 	8.47 	3.5 	0.31 
8 	8.84 	2.3 	0.12 
7.42 	8.65 	1.7 	0.14 
7.83 	9.66 	2 	0.1 
7.37 	6.37 	3.6 	0.58 
8.17 	9.32 	1.6 	0.24 
8.28 	7.76 	2.6 	0.28 
8.18 	12.7 	2.1 	0.08 
7.19 	8.92 	1.1 	1.46 
8.45 	9.41 	3.9 	0.34 
7.86 	8.89 	4.2 	0.15 
9.26 	9.3 	4.3 	11.3 
8.36 	9.24 	8.5 	0.34 
7.95 	10.8 	4.8 	0.17 
8.5 	10.2 	1.2 	0.07 
8.31 	11.1 	1.3 	0.54 
8.11 	9.2 	1.9 	0.22 
8.12 	8.35 	5.1 	0.42 
6.89 	11.3 	2.4 	0.21 
7.35 	9.05 	2.6 	0.2 
7.78 	11.1 	2.5 	0.22 
7.43 	6.41 	4.6 	1.6 
8.35 	11.3 	0.9 	0.35 
8.35 	8.8 	2.7 	0.22 
8.37 	11.5 	1.8 	0.08 
7.07 	10.2 	2.1 	0.92 
8.39 	11.2 	5.4 	0.84 
8.06 	9.21 	4.3 	0.22 
7.52 	7.2 	4.5 	6.02 
7.84 	11.2 	3.1 	0.47 
7.9 	11.2 	2.6 	0.42 
8.52  	9.38  	0.9  	0.15  
8.24  	10.7  	1.8  	0.55  
7.93  	10.4  	2  	0.18  
7.81  	9.65  	3.2  	0.43  
6.99  	11.2  	3.1  	0.13  
7.36  	9.45  	2.7  	0.18  
7.66  	10.5  	2.3  	0.31  
7.42  	5.62  	4  	1.98  
8.32  	10.2  	1.3  	0.4  
8.27  	8.31  	2.5  	0.29  
8.1  	12  	2  	0.06  
7.24  	11  	2.1  	1.26  
8.42  	14.7  	6.5  	0.9  
8.04  	9.4  	3.4  	0.17  
7.81  	6.65  	1.8  	3.01  
8.18  	11.3  	1.8  	0.42  
7.84  	11.5  	2.8  	0.36  
8.33  	9.6  	1.1  	0.26  
8.09  	10.4  	1.9  	0.54  
7.16  	9.6  	2.1  	0.19  
7.72  	10.7  	4.1  	0.42  
8.21  	9.91  	1.8  	0.11  
7.32  	8.86  	2.7  	0.23  
7.64  	10.5  	1.8  	0.02  
7.25  	5.26  	4.3  	0.82  
8.27  	8.88  	1.1  	0.32  
8.23  	7.68  	2.7  	0.38  
8.16  	12.3  	1.8  	0.08  
6.95  	11.8  	4.3  	0.9  
7.55  	7.78  	5.7  	0.57  
7.83  	9.3  	2.9  	0.19  
7.53  	6.18  	0.7  	1.48  
7.93  	10.6  	3.3  	0.23  
7.78  	11.4  	3  	0.31  
8.28  	9.03  	1.1  	0.1  
8.12  	8.59  	2  	0.63  
7.9  	8.22  	2.4  	0.13  
7.78  	7.48  	2.9  	0.42  
7.65  	7.71  	2  	0.14  
7.25  	8.65  	2.3  	0.15  
7.51  	6.89  	1.5  	0.2  
7.15  	3.61  	6.9  	0.86  
8.25  	7.73  	2  	0.26  
8.03  	9.67  	3.4  	0.14  
8.21  	9.22  	2  	0.08  
6.98  	7.45  	2.2  	0.82  
8.55  	8.4  	5.5  	0.32  
7.93  	8.3  	2.2  	0.08  
7.42  	6.18  	0.5  	0.99  
7.65  	8.36  	2.3  	0.19  
7.71  	11.1  	3.8  	0.14  
8.71  	8.38  	2.5  	0.07  
7.84  	7.44  	1.3  	0.51  
7.84  	7.88  	2.4  	0.22  
7.93  	11  	3  	0.19  
7.3  	7.42  	2  	0.07  
7.27  	6.65  	2.9  	0.29  
7.58  	6.07  	1.4  	0.04  
7.37  	6.21  	4.7  	0.41  
8.57  	7.13  	2.2  	0.12  
7.64  	8.3  	3.9  	0.48  
7.91  	7.87  	1.9  	0.07  
6.99  	5.63  	2.4  	0.53  
7.07  	6.15  	5  	0.16  
7.99  	5.91  	2.4  	0.12  
6.34  	4.79  	1.7  	0.72  
7.34  	6.59  	1.8  	0.08  
8.3  	6.08  	3.7  	0.15  
8.54  	8.8  	2.9  	0.08  
8.21  	10.1  	1.7  	0.17  
8.07  	7.1  	2.1  	0.17  
7.93  	10.7  	4.7  	0.16  
7.38  	6.72  	2.8  	0.08  
7.48  	7.98  	2.6  	0.28  
7.49  	6.8  	1.4  	0.1  
7.36  	6.31  	2.9  	0.34  
8.65  	7.87  	2.3  	0.17  
7.46  	7.9  	3.1  	0.16  
7.86  	8.08  	2  	0.08  
7.33  	6.95  	1.5  	0.47  
7.53  	7.62  	3.9  	0.35  
7.9  	4.38  	5.9  	0.12  
6.35  	4.4  	1.6  	1.18  
7.44  	6.32  	2.3  	0.07  
8.3  	5.48  	5.3  	0.39  
8.19  	8.62  	4  	0.08  
8.45  	8.16  	2.7  	0.18  
7.7  	7  	2.6  	0.15  
7.92  	8.7  	3.1  	0.41  
7.41  	7.18  	3.1  	0.07  
7.23  	7.12  	3.2  	0.25  
7.47  	6.95  	3.8  	0.1  
7.33  	5.23  	4.2  	0.34  
8.5  	7.14  	3.3  	0.06  
7.8  	6.71  	2.3  	0.1  
7.86  	7.63  	2  	0.07  
7.03  	6.45  	1.8  	0.59  
7.99  	7.94  	3.1  	0.39  
7.88  	5.4  	3.8  	0.13  
6.53  	3.38  	2.2  	1.18  
7.31  	6.38  	2.9  	0.15  
7.77  	6.25  	2.4  	0.15  
8.04  	8.93  	2.6  	0.09  
8.4  	8.29  	2.9  	0.17  
7.78  	6.5  	1.3  	0.63  
8.02  	7.83  	4.2  	0.25  
7.4  	7.27  	2.3  	0.07  
7.42  	7.18  	2.7  	0.22  
7.53  	6.16  	3.3  	0.04  
7.23  	6.38  	5.4  	0.32  
8.61  	7.63  	3.1  	0.08  
7.77  	6.7  	3.2  	0.05  
7.59  	7.98  	2  	0.1  
6.7  	5.73  	1.4  	0.61  
7.76  	7.74  	3  	0.34  
7.99  	6.22  	3.9  	0.14  
6.8  	3.87  	2.2  	0.97  
7.21  	7.2  	2.8  	0.13  
7.12  	5.52  	2.5  	0.07  
8.46  	8.5  	4  	0.08  
8.5  	8.2  	2.9  	0.11  
8.13  	6.51  	3.2  	0.2  
7.99  	11.2  	4.9  	0.41  
7.48  	6.87  	2.3  	0.06  
7.48  	7.12  	2.7  	0.16  
7.26  	6.08  	3.5  	0.1  
7.39  	6.6  	2.1  	0.32  
8.79  	8.19  	2.1  	0.09  
8.18  	8.84  	3.7  	0.22  
8.67  	8.28  	2  	0.07  
6.76  	6.07  	3.9  	0.57  
7.43  	8.51  	2.6  	0.64  
8.05  	6.68  	2.3  	0.13  
6.39  	3.39  	1.1  	0.92  
7.64  	7.39  	2.3  	0.11  
7.67  	7.25  	3.6  	0.29  
